#,When,Who,Problem_name,Number,Character
174604393,Oct/04/2022 12:27,DARK-N,Prefixes and Suffixes,432,D
174558290,Oct/03/2022 23:30,DARK-N,MaratonIME goes karting,101744,L
174556051,Oct/03/2022 22:54,DARK-N,MaratonIME goes to the japanese restaurant (again),101744,J
174552411,Oct/03/2022 22:06,DARK-N,MaratonIME goes to the movies,101744,H
174550942,Oct/03/2022 21:49,DARK-N,MaratonIME goes to a japanese restaurant,101744,I
174550463,Oct/03/2022 21:43,DARK-N,MaratonIME returns home,101744,M
174549043,Oct/03/2022 21:26,DARK-N,MaratonIME plays Cîrokime,101744,B
174547892,Oct/03/2022 21:13,DARK-N,MaratonIME goes rowing,101744,G
174545581,Oct/03/2022 20:50,DARK-N,MaratonIME goes to the karaoke,101744,K
174544079,Oct/03/2022 20:36,DARK-N,MaratonIME rides the university bus,101744,E
174542694,Oct/03/2022 20:23,DARK-N,MaratonIME helps Pablito,101744,A
174541296,Oct/03/2022 20:10,DARK-N,John and nuts,103029,A
174379077,Oct/02/2022 17:41,DARK-N,Working Week,1735,A
174175656,Sep/30/2022 23:39,DARK-N,Prefix Sum Addicts,1738,B
174096726,Sep/30/2022 17:53,DARK-N,Glory Addicts,1738,A
174018441,Sep/29/2022 23:20,DARK-N,Yet Another Problem On a Subsequence,1000,D
174015566,Sep/29/2022 22:37,DARK-N,Card Game,1739,C
173974521,Sep/29/2022 18:29,DARK-N,Array Recovery,1739,B
173960138,Sep/29/2022 18:02,DARK-N,Immobile Knight,1739,A
173834222,Sep/28/2022 18:45,DARK-N,Codehorses T shirts,1000,A
173484973,Sep/25/2022 19:14,DARK-N,Minimum Notation,1730,C
173439324,Sep/25/2022 17:37,DARK-N,Planets,1730,A
173242571,Sep/23/2022 19:57,DARK-N,Removing Smallest Multiples,1734,C
173242455,Sep/23/2022 19:56,DARK-N,Removing Smallest Multiples,1734,C
173238475,Sep/23/2022 19:18,DARK-N,"Bright, Nice, Brilliant",1734,B
173238227,Sep/23/2022 19:16,DARK-N,Select Three Sticks,1734,A
173034690,Sep/22/2022 11:47,DARK-N,p binary,1225,C
172994844,Sep/21/2022 22:49,DARK-N,Candy Machine,103687,L
172994193,Sep/21/2022 22:40,DARK-N,JB Loves Math,103687,A
172956046,Sep/21/2022 16:43,DARK-N,JB Wants to Earn Big Money,103687,C
172956006,Sep/21/2022 16:43,DARK-N,JB Loves Comma,103687,B
172826471,Sep/20/2022 15:18,DARK-N,Zero One (Hard Version),1733,D2
172808931,Sep/20/2022 12:33,DARK-N,Zero One (Easy Version),1733,D1
172802941,Sep/20/2022 11:37,DARK-N,Parity Shuffle Sorting,1733,C
172782736,Sep/20/2022 07:19,DARK-N,Rule of League,1733,B
172781310,Sep/20/2022 06:51,DARK-N,Consecutive Sum,1733,A
172357686,Sep/16/2022 17:17,DARK-N,Little Dima and Equation,460,B
172346718,Sep/16/2022 15:29,DARK-N,Vasya and Socks,460,A
171921959,Sep/12/2022 19:16,DARK-N,Jumping on Tiles,1729,C
171895408,Sep/12/2022 18:38,DARK-N,Friends and the Restaurant,1729,D
171852749,Sep/12/2022 17:48,DARK-N,Decode String,1729,B
171837309,Sep/12/2022 17:38,DARK-N,Two Elevators,1729,A
171632500,Sep/10/2022 18:58,DARK-N,Letter Picking,1728,D
171626530,Sep/10/2022 18:17,DARK-N,Letter Picking,1728,D
171584126,Sep/10/2022 11:19,DARK-N,Stack of Presents,1279,C
171580405,Sep/10/2022 10:42,DARK-N,Verse For Santa,1279,B
171535305,Sep/09/2022 21:09,DARK-N,New Year Garland,1279,A
171398109,Sep/08/2022 18:37,DARK-N,Digital Logarithm,1728,C
171374516,Sep/08/2022 18:01,DARK-N,Best Permutation,1728,B
171351601,Sep/08/2022 17:40,DARK-N,Colored Balls: Revisited,1728,A
170969410,Sep/05/2022 19:10,DARK-N,Penguin Problems,103895,H
170968932,Sep/05/2022 19:06,DARK-N,Penguin Problems,103895,H
170962409,Sep/05/2022 18:11,DARK-N,Cows Drink Milk,103895,B
170958512,Sep/05/2022 17:38,DARK-N,Carrot Thief,103895,G
170956008,Sep/05/2022 17:15,DARK-N,Feed Worm,103895,E
170955475,Sep/05/2022 17:10,DARK-N,Ellie the Elephant,103895,C
170955138,Sep/05/2022 17:07,DARK-N,Owl Defense,103895,D
170954674,Sep/05/2022 17:03,DARK-N,Love Your Llama,103895,A
170848933,Sep/04/2022 16:52,DARK-N,Basketball Together,1725,B
170846433,Sep/04/2022 16:43,DARK-N,Accumulation of Dominoes,1725,A
170845532,Sep/04/2022 16:39,DARK-N,Accumulation of Dominoes,1725,A
170753135,Sep/03/2022 17:48,DARK-N,Madoka and Formal Statement,1717,C
170617992,Sep/02/2022 18:24,DARK-N,Madoka and Underground Competitions,1717,B
170599430,Sep/02/2022 17:48,DARK-N,Madoka and Strange Thoughts,1717,A
170501452,Sep/01/2022 18:55,DARK-N,Build Permutation,1713,C
170496203,Sep/01/2022 18:05,DARK-N,Optimal Reduction,1713,B
170495212,Sep/01/2022 17:55,DARK-N,Traveling Salesman Problem,1713,A
170312097,Aug/30/2022 21:31,DARK-N,Counting Rectangles,1722,E
170310926,Aug/30/2022 21:18,DARK-N,Spell Check,1722,A
170285499,Aug/30/2022 19:39,DARK-N,L shapes,1722,F
170216207,Aug/30/2022 18:14,DARK-N,Line,1722,D
170199937,Aug/30/2022 18:04,DARK-N,Word Game,1722,C
170179143,Aug/30/2022 17:55,DARK-N,Colourblindness,1722,B
169858913,Aug/27/2022 18:37,DARK-N,Deadly Laser,1721,B
169804691,Aug/27/2022 17:37,DARK-N,Image,1721,A
169733017,Aug/26/2022 21:09,DARK-N,Nate and Dimension Hopping Money,102051,D
169723105,Aug/26/2022 19:25,DARK-N,Nate and Contest Invitation,102051,C
169722114,Aug/26/2022 19:16,DARK-N,Nate and Actual 3D Girls,102051,A
169720521,Aug/26/2022 19:01,DARK-N,Nate and Fan Meet and Greet,102051,F
169719978,Aug/26/2022 18:55,DARK-N,Nate and Bones,102051,B
169677853,Aug/26/2022 11:01,DARK-N,Try and Catch,195,C
169677694,Aug/26/2022 10:59,DARK-N,Try and Catch,195,C
169664465,Aug/26/2022 07:32,DARK-N,Let's Watch Football,195,A
169663568,Aug/26/2022 07:11,DARK-N,After Training,195,B
169451751,Aug/23/2022 21:16,DARK-N,Surrounded,190,B
169448304,Aug/23/2022 20:40,DARK-N,Diverse Substring,1073,A
169442744,Aug/23/2022 19:43,DARK-N,Vasya and Books,1073,B
169394068,Aug/23/2022 10:54,DARK-N,Vasya and the Bus,190,A
169257440,Aug/21/2022 19:19,DARK-N,Monoblock,1715,C
169223698,Aug/21/2022 13:18,DARK-N,Shawarma Tent,1271,C
169221591,Aug/21/2022 12:56,DARK-N,Blocks,1271,B
169220010,Aug/21/2022 12:39,DARK-N,Suits,1271,A
169132477,Aug/20/2022 18:41,DARK-N,Beautiful Array,1715,B
169097185,Aug/20/2022 17:43,DARK-N,Crossmarket,1715,A
169058549,Aug/20/2022 12:05,DARK-N,Corners,1720,C
169057402,Aug/20/2022 11:54,DARK-N,Interesting Sum,1720,B
169057307,Aug/20/2022 11:53,DARK-N,Burenka Plays with Fractions,1720,A
168783303,Aug/18/2022 12:29,DARK-N,Dualites in  Pain   The Conclusion,103785,G
168779606,Aug/18/2022 11:50,DARK-N,Dualites in Pain   The Beginning,103785,C
168779357,Aug/18/2022 11:47,DARK-N,Dualites in  Pain   The Conclusion,103785,G
168778568,Aug/18/2022 11:39,DARK-N,Dualites in Pain   The Beginning,103785,C
168773136,Aug/18/2022 10:44,DARK-N,Hostel Cleaning,103785,E
168771094,Aug/18/2022 10:23,DARK-N,No Internet IPC!,103785,F
168770382,Aug/18/2022 10:16,DARK-N,Elder Ning,103785,D
168769811,Aug/18/2022 10:10,DARK-N,Poku's Vacation,103785,B
168769316,Aug/18/2022 10:04,DARK-N,BCD,103785,A
168682662,Aug/17/2022 13:27,DARK-N,Mathematical Circus,1719,B
168517011,Aug/16/2022 17:38,DARK-N,Chip Game,1719,A
168403268,Aug/15/2022 17:24,DARK-N,Trains,88,C
168351474,Aug/15/2022 11:06,DARK-N,The World is a Theatre,131,C
168304725,Aug/14/2022 21:28,DARK-N,Tanya and Postcard,518,B
168299080,Aug/14/2022 20:29,DARK-N,The Child and Set,437,B
168146021,Aug/13/2022 18:31,DARK-N,Sort Zero,1712,C
168109329,Aug/13/2022 17:48,DARK-N,Woeful Permutation,1712,B
168099749,Aug/13/2022 17:42,DARK-N,Wonderful Permutation,1712,A
168040931,Aug/13/2022 08:42,DARK-N,Hamming Distance Sum,608,B
168038173,Aug/13/2022 07:51,DARK-N,Future Vision,103488,F
167998897,Aug/12/2022 19:48,DARK-N,Lexicographic Order,103488,L
167996785,Aug/12/2022 19:28,DARK-N,Hile and Subsequences' MEX,103488,H
167990220,Aug/12/2022 18:31,DARK-N,Diseased String,103488,D
167989644,Aug/12/2022 18:25,DARK-N,Jiubei and Codeforces,103488,J
167987895,Aug/12/2022 18:09,DARK-N,Boboge and Tall Building,103488,B
167987366,Aug/12/2022 18:04,DARK-N,All in!,103488,A
167934152,Aug/12/2022 08:02,DARK-N,Hard Process,660,C
167931181,Aug/12/2022 07:11,DARK-N,Wet Shark and Bishops,621,B
167910047,Aug/11/2022 23:05,DARK-N,Minimum Ternary String,1009,B
167775888,Aug/10/2022 18:44,DARK-N,Vasya and Cornfield,1030,B
167773354,Aug/10/2022 18:16,DARK-N,Complete the Word,716,B
167719305,Aug/10/2022 10:46,DARK-N,Suffix Structures,448,B
167538139,Aug/08/2022 19:22,DARK-N,Kolya and Tanya,584,B
167439310,Aug/07/2022 21:14,DARK-N,Add Modulo 10,1714,E
167434996,Aug/07/2022 20:27,DARK-N,Color with Occurrences,1714,D
167178238,Aug/06/2022 07:59,DARK-N,Rain and Umbrellas,988,F
167118305,Aug/05/2022 17:51,DARK-N,Divisibility by 25,988,E
167059485,Aug/05/2022 08:16,DARK-N,Equal Sums,988,C
166964065,Aug/04/2022 18:01,DARK-N,Permutation Chain,1716,B
166937067,Aug/04/2022 17:41,DARK-N,2 3 Moves,1716,A
166759934,Aug/03/2022 06:41,DARK-N,Substrings Sort,988,B
166707329,Aug/02/2022 17:49,DARK-N,Petya's Exams,978,G
166688661,Aug/02/2022 14:59,DARK-N,Bus Video System,978,E
166684475,Aug/02/2022 14:19,DARK-N,Almost Arithmetic Progression,978,D
166555351,Aug/01/2022 18:31,DARK-N,Everyone Loves to Sleep,1714,A
166518606,Aug/01/2022 17:51,DARK-N,Minimum  Varied Number,1714,C
166515265,Aug/01/2022 17:48,DARK-N,Remove Prefix,1714,B
166198762,Jul/30/2022 10:46,DARK-N,Guessing the Greatest (hard version),1486,C2
166198717,Jul/30/2022 10:46,DARK-N,Guessing the Greatest (easy version),1486,C1
166090047,Jul/29/2022 11:31,DARK-N,Inna and Candy Boxes,390,C
166071853,Jul/29/2022 07:51,DARK-N,"Inna, Dima and Song",390,B
166071203,Jul/29/2022 07:37,DARK-N,Inna and Alarm Clock,390,A
166030770,Jul/28/2022 19:44,DARK-N,Longest Simple Cycle,1476,C
166026144,Jul/28/2022 18:52,DARK-N,Equalizing by Division (hard version),1213,D2
165963493,Jul/28/2022 09:00,DARK-N,Mobile Game,103828,M
165962444,Jul/28/2022 08:45,DARK-N,Even Adjacent Product,103828,J
165962342,Jul/28/2022 08:43,DARK-N,Do you where is Naseem?,103828,E
165929608,Jul/27/2022 22:19,DARK-N,Check Problems,103736,C
165925276,Jul/27/2022 21:25,DARK-N,Subarrays,103736,F
165922875,Jul/27/2022 20:58,DARK-N,New String,103736,B
165921463,Jul/27/2022 20:42,DARK-N,"Hello, ACMer!",103736,A
165888820,Jul/27/2022 15:17,DARK-N,Koa and the Beach (Easy Version),1384,B1
165803587,Jul/26/2022 19:13,DARK-N,Common Prefixes,1384,A
165698706,Jul/25/2022 19:53,DARK-N,Booking System,416,C
165692351,Jul/25/2022 18:52,DARK-N,Party,1711,B
165537580,Jul/24/2022 17:39,DARK-N,Perfect Permutation,1711,A
165389392,Jul/23/2022 09:02,DARK-N,Recover an RBS,1709,C
165157734,Jul/21/2022 18:01,DARK-N,Also Try Minecraft,1709,B
165134627,Jul/21/2022 17:38,DARK-N,Three Doors,1709,A
164791187,Jul/18/2022 19:29,DARK-N,Making Towers,1706,B
164737187,Jul/18/2022 17:41,DARK-N,Another String Minimization Problem,1706,A
164642719,Jul/17/2022 20:43,DARK-N,Filling the Grid,1228,B
164638691,Jul/17/2022 19:49,DARK-N,Distinct Digits,1228,A
164430757,Jul/16/2022 13:25,DARK-N,Mark the Dust Sweeper,1705,B
164430497,Jul/16/2022 13:22,DARK-N,Mark the Photographer,1705,A
164118654,Jul/14/2022 11:14,DARK-N,Maximum Sum on Even Positions,1373,D
164008216,Jul/13/2022 11:48,DARK-N,Multiples of Length,1397,C
163954494,Jul/12/2022 22:56,DARK-N,"Good Key, Bad Key",1703,G
163903726,Jul/12/2022 18:59,DARK-N,Yet Another Problem About Pairs Satisfying an Inequality,1703,F
163880546,Jul/12/2022 18:27,DARK-N,Mirror Grid,1703,E
163845456,Jul/12/2022 17:54,DARK-N,Double Strings,1703,D
163831879,Jul/12/2022 17:46,DARK-N,Cypher,1703,C
163820226,Jul/12/2022 17:42,DARK-N,ICPC Balloons,1703,B
163806776,Jul/12/2022 17:37,DARK-N,YES or YES?,1703,A
163765734,Jul/12/2022 11:35,DARK-N,Equate Multisets,1702,F
163757063,Jul/12/2022 10:23,DARK-N,Split Into Two Sets,1702,E
163690003,Jul/11/2022 18:10,DARK-N,Phoenix and Distribution,1348,C
163619522,Jul/11/2022 06:59,DARK-N,Train and Queries,1702,C
163521833,Jul/10/2022 18:20,DARK-N,Not a Cheap String,1702,D
163513845,Jul/10/2022 18:11,DARK-N,Train and Queries,1702,C
163498747,Jul/10/2022 17:56,DARK-N,Polycarp Writes a String from Memory,1702,B
163475106,Jul/10/2022 17:40,DARK-N,Round Down the Price,1702,A
163245978,Jul/08/2022 17:57,DARK-N,Permutation,1701,B
163231307,Jul/08/2022 17:45,DARK-N,Grass Field,1701,A
163130111,Jul/07/2022 19:38,DARK-N,Orac and LCM,1350,C
162807516,Jul/04/2022 19:33,DARK-N,Almost Ternary Matrix,1699,B
162757430,Jul/04/2022 17:38,DARK-N,The Third Three Number Problem,1699,A
162438812,Jul/01/2022 16:08,DARK-N,LCM Challenge,236,C
162417353,Jul/01/2022 12:08,DARK-N,Hilbert's Hotel,1345,C
162359798,Jun/30/2022 19:13,DARK-N,Circle of Monsters,1334,C
162229771,Jun/29/2022 13:34,DARK-N,Covered Path,534,B
162228512,Jun/29/2022 13:19,DARK-N,Covered Path,534,B
162170381,Jun/28/2022 22:08,DARK-N,Game On Leaves,1363,C
162168082,Jun/28/2022 21:43,DARK-N,3SUM Closure,1698,C
162084301,Jun/28/2022 18:02,DARK-N,Rising Sand,1698,B
162056631,Jun/28/2022 17:37,DARK-N,XOR Mixup,1698,A
161977182,Jun/27/2022 20:26,DARK-N,Constructing the Array,1353,D
161975528,Jun/27/2022 20:09,DARK-N,Constructing the Array,1353,D
161974985,Jun/27/2022 20:03,DARK-N,Constructing the Array,1353,D
161707392,Jun/25/2022 11:37,DARK-N,Hamburgers,371,C
161653741,Jun/24/2022 18:26,DARK-N,Special Permutation,1352,G
161649434,Jun/24/2022 17:41,DARK-N,Celex Update,1358,C
161618938,Jun/24/2022 11:27,DARK-N,Linova and Kingdom,1337,C
161602059,Jun/24/2022 06:24,DARK-N,Good Subarrays,1398,C
161487682,Jun/22/2022 18:19,DARK-N,Spreadsheet,1,B
161487029,Jun/22/2022 18:11,DARK-N,Spreadsheet,1,B
161376032,Jun/21/2022 12:17,DARK-N,Chocolate,617,B
161371556,Jun/21/2022 11:17,DARK-N,Barcode,225,C
161332833,Jun/20/2022 21:09,DARK-N,Barcode,225,C
161201138,Jun/19/2022 13:18,DARK-N,Palindromic Numbers,1700,B
161170052,Jun/19/2022 12:10,DARK-N,Optimal Path,1700,A
161053894,Jun/18/2022 17:47,DARK-N,Subrectangle Guess,1695,A
161011321,Jun/18/2022 08:22,DARK-N,Upside down primes,100753,K
161010070,Jun/18/2022 07:56,DARK-N,Extreme Sort,100753,G
161009427,Jun/18/2022 07:42,DARK-N,Divisions,100753,F
160954684,Jun/17/2022 15:00,DARK-N,The Very Hard One,100142,A
160922167,Jun/17/2022 08:19,DARK-N,Binary Deque,1692,E
160921243,Jun/17/2022 08:04,DARK-N,The Clock,1692,D
160602275,Jun/14/2022 18:40,DARK-N,3SUM,1692,F
160545080,Jun/14/2022 17:45,DARK-N,Where's the Bishop?,1692,C
160537880,Jun/14/2022 17:41,DARK-N,All Distinct,1692,B
160525370,Jun/14/2022 17:37,DARK-N,Marathon,1692,A
160494578,Jun/14/2022 12:16,DARK-N,SUM and REPLACE,920,F
160494453,Jun/14/2022 12:14,DARK-N,SUM and REPLACE,920,F
160407161,Jun/13/2022 10:44,DARK-N,King of String Comparison,103438,A
160295332,Jun/12/2022 17:47,DARK-N,Promo,1697,B
160281512,Jun/12/2022 17:38,DARK-N,Parkway Walk,1697,A
160269010,Jun/12/2022 15:14,DARK-N,Kilo Waste,103708,K
160267016,Jun/12/2022 14:49,DARK-N,Hog Fencing,103708,H
160266576,Jun/12/2022 14:44,DARK-N,Isabel's Divisions,103708,I
159806842,Jun/07/2022 18:40,DARK-N,Array Decrements,1690,B
159777769,Jun/07/2022 18:13,DARK-N,Restoring the Duration of Tasks,1690,C
159763336,Jun/07/2022 18:02,DARK-N,Print a Pedestal (Codeforces logo?),1690,A
159477334,Jun/04/2022 15:05,DARK-N,Manipulating History,1688,C
159378776,Jun/03/2022 18:11,DARK-N,Patchouli's Magical Talisman,1688,B
159361221,Jun/03/2022 17:48,DARK-N,Cirno's Perfect Bitmasks Classroom,1688,A
159322675,Jun/03/2022 11:35,DARK-N,The Robot,1468,K
159016659,May/31/2022 18:01,DARK-N,Shoe Shuffling,1691,B
158986872,May/31/2022 17:37,DARK-N,Beat The Odds,1691,A
158941039,May/31/2022 11:19,DARK-N,Military Problem,1006,E
158886395,May/30/2022 18:10,DARK-N,Road Map,34,D
158776230,May/29/2022 09:46,DARK-N,Erase and Extend (Easy Version),1537,E1
158671490,May/28/2022 09:38,DARK-N,Sleeping Schedule,1324,E
158670821,May/28/2022 09:31,DARK-N,Sleeping Schedule,1324,E
158591656,May/27/2022 11:07,DARK-N,Colored Rectangles,1398,D
158591110,May/27/2022 10:57,DARK-N,Colored Rectangles,1398,D
158583767,May/27/2022 08:59,DARK-N,Flood Fill,1114,D
158526823,May/26/2022 15:34,DARK-N,Dasha and Password,761,C
158525059,May/26/2022 15:15,DARK-N,Dasha and Password,761,C
158456491,May/25/2022 22:01,DARK-N,Circular Local MiniMax,1686,C
158422270,May/25/2022 20:46,DARK-N,Odd Subarrays,1686,B
158416042,May/25/2022 20:39,DARK-N,Everything Everywhere All But One,1686,A
158314861,May/24/2022 18:47,DARK-N,Consecutive Subsequence,977,F
158278182,May/24/2022 11:25,DARK-N,Game with Cards,1681,A
158122523,May/23/2022 10:37,DARK-N,Compression and Expansion,1523,C
158051466,May/22/2022 18:37,DARK-N,LIS or Reverse LIS?,1682,C
158013064,May/22/2022 17:47,DARK-N,AND Sorting,1682,B
158007982,May/22/2022 17:42,DARK-N,Palindromic Indices,1682,A
157952262,May/22/2022 06:47,DARK-N,Sequence Pair Weight,1527,C
157951455,May/22/2022 06:21,DARK-N,Z mod X = C,1684,B
157871709,May/21/2022 10:18,DARK-N,Substring,919,D
157871514,May/21/2022 10:15,DARK-N,Substring,919,D
157786188,May/20/2022 12:22,DARK-N,Tree Infection,1665,C
157624895,May/19/2022 07:40,DARK-N,Pashmak and Parmida's problem,459,D
157587630,May/18/2022 18:53,DARK-N,Knight Tournament,357,C
157562690,May/18/2022 15:05,DARK-N,Distinct Characters Queries,1234,D
157479980,May/17/2022 16:08,DARK-N,Curriculum Vitae,846,A
157473668,May/17/2022 15:01,DARK-N,Another One Bites The Dust,1148,A
157468884,May/17/2022 14:06,DARK-N,Listen To Your Heart,102638,A
157463456,May/17/2022 12:51,DARK-N,Easy Problem,1096,D
157356776,May/16/2022 06:45,DARK-N,Mortal Kombat Tower,1418,C
157307372,May/15/2022 15:40,DARK-N,Okabe and Boxes,821,C
157229057,May/14/2022 19:25,DARK-N,AvtoBus,1679,A
157193065,May/14/2022 14:16,DARK-N,Stone Age Problem,1679,B
157046711,May/13/2022 18:17,DARK-N,Robots,1680,B
157023849,May/13/2022 17:42,DARK-N,Minimums and Maximums,1680,A
156930542,May/12/2022 17:31,DARK-N,Little Girl and Maximum XOR,276,D
156776523,May/11/2022 06:25,DARK-N,Maximum Crossings (Hard Version),1676,H2
156775439,May/11/2022 06:06,DARK-N,Maximum Crossings (Easy Version),1676,H1
156730705,May/10/2022 19:30,DARK-N,White Black Balanced Subtrees,1676,G
156706261,May/10/2022 18:54,DARK-N,Eating Queries,1676,E
156688683,May/10/2022 18:33,DARK-N,Longest Strike,1676,F
156653930,May/10/2022 18:00,DARK-N,X Sum,1676,D
156641536,May/10/2022 17:53,DARK-N,Most Similar Words,1676,C
156629565,May/10/2022 17:49,DARK-N,Equal Candies,1676,B
156620092,May/10/2022 17:46,DARK-N,Lucky?,1676,A
156562736,May/10/2022 00:36,DARK-N,Micro World,990,B
156406873,May/09/2022 14:49,DARK-N,Put Knight!,120,E
156393123,May/09/2022 11:25,DARK-N,Learning Languages,278,C
156330203,May/08/2022 18:38,DARK-N,Tokitsukaze and Good 01 String (easy version),1678,B1
156298452,May/08/2022 17:40,DARK-N,Tokitsukaze and All Zero Sequence,1678,A
156247535,May/08/2022 06:25,DARK-N,Enemy is weak,61,E
156203164,May/07/2022 16:48,DARK-N,Colorful Graph,246,D
156107877,May/06/2022 18:46,DARK-N,Dorms War,1670,B
156084651,May/06/2022 17:47,DARK-N,Prof. Slim,1670,A
156000485,May/05/2022 19:33,DARK-N,"Replace With the Previous, Minimize",1675,E
155993870,May/05/2022 19:16,DARK-N,Detective Task,1675,C
155989329,May/05/2022 19:05,DARK-N,Vertical Paths,1675,D
155953940,May/05/2022 18:02,DARK-N,Make It Increasing,1675,B
155933956,May/05/2022 17:42,DARK-N,Food for Animals,1675,A
155859523,May/04/2022 18:33,DARK-N,Long Jumps,1472,C
155843523,May/04/2022 15:23,DARK-N,Breaking the Wall,1674,E
155792461,May/03/2022 22:03,DARK-N,A B C Sort,1674,D
155626888,May/02/2022 18:05,DARK-N,Infinite Replacement,1674,C
155605562,May/02/2022 17:47,DARK-N,Dictionary,1674,B
155599977,May/02/2022 17:43,DARK-N,Number Transformation,1674,A
155552216,May/02/2022 07:46,DARK-N,Longtail Hedgehog,615,B
155534175,May/01/2022 22:35,DARK-N,Mafia,349,C
155531264,May/01/2022 21:32,DARK-N,Fortune Telling,1634,B
155522776,May/01/2022 19:01,DARK-N,Array,224,B
155520947,May/01/2022 18:30,DARK-N,Game of Credit Cards,777,B
155477561,May/01/2022 08:20,DARK-N,Unbearable Controversy of Being,489,D
155465233,May/01/2022 03:21,DARK-N,Palindrome Basis,1673,C
155465057,May/01/2022 03:15,DARK-N,Palindrome Basis,1673,C
155464838,May/01/2022 03:08,DARK-N,A Perfectly Balanced String?,1673,B
155402563,Apr/30/2022 17:45,DARK-N,Subtle Substring Subtraction,1673,A
155344086,Apr/30/2022 06:31,DARK-N,Number of Ways,466,C
155344054,Apr/30/2022 06:30,DARK-N,Vasya and Chess,493,D
155344023,Apr/30/2022 06:30,DARK-N,Coloring a Tree,902,B
155343952,Apr/30/2022 06:28,DARK-N,String Typing,954,B
155343848,Apr/30/2022 06:26,DARK-N,Double Cola,82,A
155343824,Apr/30/2022 06:25,DARK-N,Parallelepiped,224,A
155343795,Apr/30/2022 06:25,DARK-N,Difference Row,347,A
155343762,Apr/30/2022 06:24,DARK-N,Valera and Plates,369,A
155291213,Apr/29/2022 15:59,DARK-N,Expansion coefficient of the array,1159,B
155288216,Apr/29/2022 15:25,DARK-N,Suit and Tie,995,B
155105553,Apr/27/2022 12:19,DARK-N,Array Walk,1389,B
155082094,Apr/27/2022 05:35,DARK-N,Joty and Chocolate,678,C
154998455,Apr/26/2022 08:04,DARK-N,Journey,839,C
154995102,Apr/26/2022 06:52,DARK-N,Hongcow Solves A Puzzle,745,B
154994312,Apr/26/2022 06:35,DARK-N,Mahmoud and Ehab and the message,959,B
154931674,Apr/25/2022 14:25,DARK-N,Exciting Acts,102365,E
154931178,Apr/25/2022 14:20,DARK-N,Abnormal Words,102365,A
154920949,Apr/25/2022 11:59,DARK-N,Checkerboard,101875,D
154918325,Apr/25/2022 11:20,DARK-N,PC is for kicking,101875,L
154899473,Apr/25/2022 06:04,DARK-N,Cow and Message,1307,C
154882464,Apr/24/2022 21:38,DARK-N,Bottle Arrangements,1662,M
154866522,Apr/24/2022 18:14,DARK-N,Organizing SWERC,1662,A
154806059,Apr/24/2022 06:58,DARK-N,Nick and Array,1180,B
154762407,Apr/23/2022 19:30,DARK-N,Unequal Array,1672,C
154734049,Apr/23/2022 18:03,DARK-N,I love AAAB,1672,B
154714666,Apr/23/2022 17:29,DARK-N,Log Chopping,1672,A
154591988,Apr/22/2022 22:29,DARK-N,Colorful Stamp,1669,D
154561263,Apr/22/2022 18:56,DARK-N,Consecutive Points Segment,1671,B
154521573,Apr/22/2022 17:50,DARK-N,String Building,1671,A
154507765,Apr/22/2022 17:26,DARK-N,Eating Candies,1669,F
154415811,Apr/21/2022 19:31,DARK-N,Maximal AND,1669,H
154387429,Apr/21/2022 18:49,DARK-N,2 Letter Strings,1669,E
154357957,Apr/21/2022 18:18,DARK-N,Fall Down,1669,G
154308595,Apr/21/2022 17:42,DARK-N,Odd/Even Increments,1669,C
154296648,Apr/21/2022 17:39,DARK-N,Triple,1669,B
154289512,Apr/21/2022 17:37,DARK-N,Division?,1669,A
154199118,Apr/20/2022 15:59,DARK-N,Make it Increasing,1668,C
154111145,Apr/19/2022 18:43,DARK-N,Social Distance,1668,B
154093261,Apr/19/2022 18:06,DARK-N,Direction Change,1668,A
154008361,Apr/18/2022 18:31,DARK-N,Palindromes Building,101532,K
154006934,Apr/18/2022 18:12,DARK-N,Magical Indices,101532,G
153996387,Apr/18/2022 15:53,DARK-N,Subarrays Beauty,101532,A
